job_number,job_type,job_description,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_geomsource,x_reason,latitude,longitude,geom
401761232,Alteration,"RENOVATION OF 1ST FLOOR GYP. BOARD WORK, HVAC INSTALLATION, AND PLUMBING FIXTU RE INSTALLATION. CONVERSION OF CELLAR FROM STORAGE TO EATING AND DRINKING ESTA BLISHMENT, INCLUDING GYP, BOARD WORK, AND INSTALLATION OF PLUMBING FIXTURES. A LSO, VERTICAL ENLARGMENT",Assembly: Other,Eating & Drinking,Other,1,2,2250,3367,,2,,,0,2015-11-05,2015-11-05,C- CO,2,Complete,11/05/2015 12:00:00 AM,12/01/2003,12/04/2003,02/17/2004,2004-02-18,12/02/2008,11/05/2015,41-18,162 STREET,41-18 162 STREET,4120429,4053340022,Queens,41-18,162 STREET,41-18 162 STREET,4120429,4053340022,4,407,QN51,1171,25,20,,,false,Lat/Long geosupport,,40.760904,-73.804200,0101000020E61000005DDC4603787352C0A2B2614D65614440
321734325,New Building,CONSTRUCTION OF TWO STORY BUILDING AS PER PLANS FILED HEREWITH.,Empty Lot,Assembly: Other,Other,0,2,0,8383,0,,,,,,,,,In progress,08/30/2018 12:00:00 AM,03/06/2018,03/06/2018,08/30/2018,,,,716,LINCOLN PLACE,716 LINCOLN PLACE,3032611,3012610008,Brooklyn,716,LINCOLN PLACE,716 LINCOLN PLACE,3032611,3012610008,3,308,BK61,31702,17,35,,,false,Lat/Long geosupport,,40.670700,-73.952571,0101000020E61000008E075BECF67C52C0AEB6627FD9554440
321772907,Demolition,DEMOLITION OF A ONE STORY BUILDING,Assembly: Other,Empty Lot,Other,1,0,,0,,0,,,,,,,,In progress,06/27/2018 12:00:00 AM,06/27/2018,06/27/2018,06/27/2018,,,,554,PROSPECT PLACE,554 PROSPECT PLACE,3029000,3011630027,Brooklyn,552,PROSPECT PLACE,552 PROSPECT PLACE,3029000,3011630027,3,308,BK61,305,17,35,,,false,Lat/Long geosupport,,40.675157,-73.958271,0101000020E6100000226DE34F547D52C02E55698B6B564440
320034477,Alteration,"MINOR PARTITION AND PL WORK TO CONVERT THIS 4 SROTY FACTORY BUILDING INTO A COMMUNITY FACILITY HOUSE OF WORSHIP AND ACCESSORY USES,AMENDING CO # 59011 OF AUGEST 1936 AS PER PLANS.",Commercial,Assembly: Other,Other,4,4,18480,18480,0,0,0,0,,,,,,Permit issued,10/11/2012 12:00:00 AM,06/15/2009,06/16/2009,12/02/2009,2010-01-19,,,799,KENT AVE,799 KENT AVE,3054201,3018840010,Brooklyn,795,KENT AVENUE,795 KENT AVENUE,3054201,3018840010,3,303,BK75,1237,14,33,,,false,Lat/Long geosupport,,40.696948,-73.959483,0101000020E61000005A84622B687D52C09D81919735594440
320218126,Alteration,JOB FILED TO ADD NEW VERTICAL EXTENSION IN THE SECOND FLOOR AS SHOWN IN PLANS,Assembly: Other,Commercial,Other,2,2,12880,16762,,,,,,2016-04-05,2016-09-13,C- CO,0,Complete,09/13/2016 12:00:00 AM,09/21/2010,09/21/2010,12/02/2011,2014-11-25,11/25/2014,09/13/2016,485,KINGS HIGHWAY,485 KINGS HIGHWAY,3177186,3066580048,Brooklyn,483,KINGS HIGHWAY,483 KINGS HIGHWAY,3177186,3066580048,3,315,BK25,422,21,44,,,false,Lat/Long geosupport,,40.604497,-73.971539,0101000020E610000078F2E9B12D7E52C0DBC35E28604D4440
320249414,Alteration,"CONVERSION OF ENTIRE BUILDING INTO MEDICAL CENTER. RENAMING FLOOR LEVELS. NEW PARTITIONS, PLUMBING, STRUCTURAL AND MECHANICAL. ENLARGEMENT OF MEZZANINE INTO A FULL SECOND FLOOR.",Assembly: Other,Commercial,Other,2,3,11606,14976,,,,,,,,,,Permit issued,11/06/2017 12:00:00 AM,12/09/2010,12/10/2010,04/07/2011,2011-05-05,06/22/2011,,1530,BEDFORD AVENUE,1530 BEDFORD AVENUE,3032562,3012590034,Brooklyn,1530,BEDFORD AVENUE,1530 BEDFORD AVENUE,3032562,3012590034,3,308,BK61,219,17,35,,,false,Lat/Long geosupport,,40.670882,-73.955332,0101000020E6100000A034D428247D52C0CFBC1C76DF554440
121685319,Demolition,FULL DEMOLITION OF EXISTING 1 STORY BUILDING. SIDEWALK FENCE IN CONJUNCTION WITH PERMIT.,Assembly: Other,Empty Lot,Other,1,0,,0,,0,,,,,,,,Complete (demolition),12/12/2014 12:00:00 AM,06/17/2013,06/17/2013,06/17/2013,2014-04-04,04/04/2014,12/12/2014,145,CENTRAL PARK NORTH,145 CENTRAL PARK NORTH,1054918,1018200006,Manhattan,,WEST  110 STREET,,1054918,1018200006,1,110,MN11,216,03,09,,,false,Lat/Long geosupport,,40.799331,-73.954440,0101000020E6100000A27F828B157D52C0E9D66B7A50664440
220347122,Alteration,"APPLICATION IS FILED FOR THE CHANGE OF USE FROM WAREHOUSE TO HOUSE OF WORSHIP. RENOVATION WORK TO INCLUDE PARTITION, MECHANICAL, STRUCTURAL AND PLUMBING CHAN GES AS PER PLANS.",Commercial,Assembly: Other,Other,2,2,12500,12500,0,0,0,0,,,,,,In progress (last plan disapproved),03/26/2014 12:00:00 AM,11/27/2013,11/27/2013,,,,,4044,PARK AVENUE,4044 PARK AVENUE,2009508,2029070006,Bronx,4044,PARK AVENUE,4044 PARK AVENUE,2009508,2029070006,2,206,BX01,165,09,15,,,true,Lat/Long geosupport,,40.843638,-73.900955,0101000020E6100000BB0A293FA97952C0D8D47954FC6B4440
121844754,Alteration,"FILING TO CONVERT THE CELLAR AND 1ST FLOOR AND TO ENLARGE THE BUILDING TO THE 13TH FLOOR AND ROOF. RESPECTFULLY REQUESTING BSA REVIEW IN ORDER TO OBTAIN HEIGHT AND SETBACK RELIEF, CONTRARY TO ZR 23-633.",Assembly: Other,Residential: Multi-Family,Residential,1,13,9356,50770,0,24,24,0,,,,,,In progress,03/20/2014 12:00:00 AM,03/05/2014,03/05/2014,,,,,145,CENTRAL PARK NORTH,145 CENTRAL PARK NORTH,1090808,1018200006,Manhattan,,WEST  110 STREET,,1054918,1018200006,1,110,MN11,216,03,09,,,true,Lat/Long geosupport,,40.799331,-73.954440,0101000020E6100000A27F828B157D52C0E9D66B7A50664440
220517448,New Building,"DESIGN A TWO STORY AND CELLAR BUILDING WITH ASSEMBLY ROOM ON FIRST AND SECOND FLOORS, AND TOILETS, WASHING AREAS, KITCHEN, BOILER AND OFFICES IN THE CELLAR. ENGINEER STRUCTURE, HVAC, PLUMBING AND LIGHTING.",Empty Lot,Assembly: Other,Other,0,2,0,4000,0,,,,,,,,,Withdrawn,03/10/2016 12:00:00 AM,02/25/2016,02/25/2016,,,,,2501,LACONIA AVENUE,2501 LACONIA AVENUE,2051852,2044520001,Bronx,2501,LACONIA AVENUE,2501 LACONIA AVENUE,2051852,2044520001,2,211,BX31,326,11,13,,,true,Lat/Long geosupport,,40.863252,-73.856118,0101000020E610000015E126A3CA7652C0721AA20A7F6E4440
321559835,Demolition,IMMEDIATE EMERGENCY DEMOLITION OF STRUCTURE,Assembly: Other,Empty Lot,Other,3,0,,0,1,0,-1,-1,0,,,,,Complete (demolition),10/10/2017 12:00:00 AM,05/24/2017,05/24/2017,05/24/2017,2017-08-22,08/22/2017,10/10/2017,592,MARCY AVENUE,592 MARCY AVENUE,3048773,3017580048,Brooklyn,592,MARCY AVENUE,592 MARCY AVENUE,3048773,3017580048,3,303,BK75,253,13,36,,,false,Lat/Long geosupport,,40.694337,-73.949308,0101000020E610000032755776C17C52C08DB3E908E0584440
321687590,Alteration,"FILING TO CONVERT BUILDING INTO AMIXED USE, FILING FOR INTERIOR RENOVATIONS WITH HORIZIONTAL EXTENSION TO 1ST FLOOR & CONVERSION EXTERIOR WALLS TO FIRE RA TED WALLS AT 1ST, 2ND & ATTIC FLOOR",Residential,Assembly: Other,Residential,3,3,3571,4528,1,1,0,0,,,,,,Permit issued,11/27/2018 12:00:00 AM,04/20/2018,04/20/2018,09/20/2018,2018-11-27,,,622,AVE C,622 AVE C,3126190,3053750007,Brooklyn,622,AVENUE C,622 AVENUE C,3126190,3053750007,3,312,BK41,490,20,39,,true,false,Lat/Long geosupport,,40.640775,-73.972659,0101000020E61000003ECA880B407E52C0158C4AEA04524440
321498599,New Building,NEW THREE STORY AND CELLAR SYNAGOGUE,Empty Lot,Assembly: Other,Other,0,3,0,13595,0,,,,,,,,,In progress,07/05/2018 12:00:00 AM,06/15/2017,06/15/2017,07/05/2018,,,,1355,55 STREET,1355 55 STREET,3397093,3056770050,Brooklyn,1355,55 STREET,1355 55 STREET,3000000,3056770148,3,312,BK88,238,20,44,,,false,Lat/Long geosupport,,40.630905,-73.993901,0101000020E61000008C9DF0129C7F52C002F1BA7EC1504440
320912964,Alteration,FILING TO REQUEST CONVERSION OF A NON-COMPLYING STRUCTURE TO A PLACE OF WORSHIP AS PER ZR 54-31.  NO INCREASE TO EXISTING NON-COMPLIANCE IS PROPOSED.  IT IS PROPOSED TO ADD AN ELEVATOR FOR ACCESSIBILITY AND CODE COMPLIANCE AS PER PLANS FILED HEREWITH.,Commercial,Assembly: Other,Other,4,4,17393,17393,,,,,,,,,,In progress (last plan disapproved),09/12/2018 12:00:00 AM,06/08/2018,06/12/2018,,,,,105,CORTELYOU ROAD,105 CORTELYOU ROAD,3125992,3053700054,Brooklyn,105,CORTELYOU ROAD,105 CORTELYOU ROAD,3125992,3053700054,3,312,BK41,486,20,39,,,false,Lat/Long geosupport,,40.638136,-73.978183,0101000020E610000034A0DE8C9A7E52C03C33C170AE514440
420923433,Alteration,"FILING TO CONVERT BUILDING TO SYNAGOGUE (UG 4), INTERIOR RENOVATION AND VERTICAL ENLARGEMENT PER PLANS",Residential,Assembly: Other,Residential,1,2,2207,3188,1,0,-1,0,,,,,,In progress,07/03/2014 12:00:00 AM,11/15/2013,11/15/2013,07/03/2014,,,,82-35,SURREY PL,82-35 SURREY PL,4155839,4072430046,Queens,82-35,SURREY PLACE,82-35 SURREY PLACE,4155839,4072430046,4,408,QN06,1277,26,24,,,true,Lat/Long geosupport,,40.722027,-73.784425,0101000020E61000008C4AEA04347252C01CEA77616B5C4440
320992173,Alteration,TO CONVERT EXISTING 2ND AND 3RD FLOOR COMMERCIAL SPACE INTO A BANQUET HALL,Assembly: Other,Eating & Drinking,Other,3,3,6627,6627,,,,,,,,,,In progress,07/12/2018 12:00:00 AM,03/17/2014,03/17/2014,07/12/2018,,,,935,BROADWAY,935 BROADWAY,3072000,3031600005,Brooklyn,935,BROADWAY,935 BROADWAY,3072000,3031600005,3,304,BK78,389,14,34,,,false,Lat/Long geosupport,,40.697451,-73.935433,0101000020E610000059A65F22DE7B52C000C8091346594440
421662043,Alteration,"CHANGE C OF O FROM COMMERCIAL TO HOUSE OF WORSHIP.AS PER CO#198648, BEING PROPOSED RENOVATIONS AND LEGALIZATION.",Retail,Assembly: Other,Other,1,1,2250,2250,,,,,,,,,,In progress,10/29/2018 12:00:00 AM,07/30/2018,07/30/2018,10/29/2018,,,,26-30,18 STREET,26-30 18 STREET,4020582,4009010054,Queens,26-30,18 STREET,26-30 18 STREET,4020582,4009010054,4,401,QN71,83,30,22,,,false,Lat/Long geosupport,,40.773399,-73.927557,0101000020E6100000410B09185D7B52C02AE109BDFE624440
120649735,Alteration,ZONING REVIEW OF NEW ADDITION OF ELEVATOR + STAIR,Assembly: Other,Assembly: Other,Other,2,2,9766,11158,,,,,,,,,,Permit issued,12/03/2018 12:00:00 AM,04/05/2011,04/14/2011,04/09/2012,2012-04-27,,,351,CONVENT AVENUE,351 CONVENT AVENUE,1060948,1020500042,Manhattan,351,CONVENT AVENUE,351 CONVENT AVENUE,1060948,1020500042,1,109,MN04,227,06,07,,,false,Lat/Long geosupport,,40.824293,-73.946098,0101000020E6100000E833A0DE8C7C52C02EA9DA6E82694440
421328218,Alteration,CONVERSION OF EXISTING MOTOR VEHICLE REPAIR SHOP & COMMERCIAL STORAGE TO PROPOSED HOUSE OF WORSHIP & NEW 2ND FLOOR WITHIN EXISTING BUILDING AS PER SUBMITTED DRAWINGS & OBTAIN NEW CERTIFICATE OF OCCUPANCY.,Commercial,Assembly: Other,Other,1,2,4469,6410,0,0,0,0,,,,,,Permit issued,11/21/2018 12:00:00 AM,06/30/2016,07/01/2016,08/15/2016,2016-09-21,02/07/2017,,109-10,98TH STREET,109-10 98TH STREET,4191269,4091750050,Queens,109-10,98 STREET,109-10 98 STREET,4191269,4091750050,4,410,QN56,86,27,32,,,false,Lat/Long geosupport,,40.678057,-73.840233,0101000020E61000004701A260C67552C075E95F92CA564440
421456203,Alteration,ALT1 FILED TO CORRECT CO AND PARTIAL 2ND FLOOR CHANGE LAYOUT OF STORAGE AREA. NEW INTERIOR PARTITIONS.,Commercial,Assembly: Other,Other,1,2,4500,4500,,,,,,,,,,Permit issued,10/03/2017 12:00:00 AM,03/08/2017,03/08/2017,05/24/2017,2017-09-25,10/03/2017,,10-12,46 ROAD,10-12 46 ROAD,4000374,4000470047,Queens,10-12,46 ROAD,10-12 46 ROAD,4000374,4000470047,4,402,QN31,7,30,26,,,false,Lat/Long geosupport,,40.745868,-73.952492,0101000020E6100000E86C01A1F57C52C00491459A785F4440
520328921,Alteration,APPLICATION IS FILED TO OBTAIN CERTIFICATE OF OCCUPANCY ON EXISTING MULTI-PURPOSE CENTER AS REQUIRED TO CERTIFY ECB VIOLATIONS #34936330M,Assembly: Other,"Industrial, Storage & Utilities",Other,1,1,1968,1968,,,,,,,,,,In progress (last plan disapproved),03/06/2018 12:00:00 AM,02/28/2018,02/28/2018,,,,,92,STATE STREET,92 STATE STREET,5005533,5002070055,Staten Island,92,STATE STREET,92 STATE STREET,5005533,5002070055,5,501,SI22,13302,31,49,,,false,Lat/Long geosupport,,40.633803,-74.117955,0101000020E610000094D920938C8752C0A88DEA7420514440
421605427,New Building,PROPOSED NEW (2) STORY COMMUNITY FACILITY ?SYNAGOGUE? BUILDING,Empty Lot,Assembly: Other,Other,0,2,0,7512,0,,,,,,,,,In progress (last plan disapproved),03/02/2018 12:00:00 AM,02/22/2018,02/22/2018,,,,,1037,READS LANE,1037 READS LANE,4298163,4155530013,Queens,1037,READS LANE,1037 READS LANE,4298163,4155530013,4,414,QN15,103202,27,31,,,false,Lat/Long geosupport,,40.604644,-73.744152,0101000020E610000031D0B52FA06F52C07FDC7EF9644D4440
402469208,Alteration,FILING AN APPLICATION FOR NO WORK TO EXTEND BSA SPECIAL PERMIT. ALL WORK WAS C OMPLETED UNDER N.B APPLICATION # 400559588.,Assembly: Other,Assembly: Other,Other,1,1,2065,2065,0,0,0,0,0,2012-03-07,2013-03-13,C- CO,0,Complete,03/13/2013 12:00:00 AM,10/05/2006,03/13/2008,04/16/2008,2008-04-30,04/30/2008,03/13/2013,89-03,57 AVENUE,89-03 57 AVENUE,4045576,4018450041,Queens,89-01,57 AVENUE,89-01 57 AVENUE,4045576,4018450041,4,404,QN29,683,24,25,,,false,Lat/Long geosupport,,40.734774,-73.873023,0101000020E6100000F969DC9BDF7752C0BEF90D130D5E4440
402567183,Alteration,SUBMIT CONCRETE TEST REPORT AND REQUEST TO WAIVE TR-2 AND TR-3. THE RESULTS CO MPLY W/STRUCTURAL DESIGN.,Assembly: Other,Assembly: Other,Other,2,2,,,,,,,,2013-10-11,2016-09-12,T- TCO,0,Complete,03/02/2011 12:00:00 AM,03/29/2007,04/02/2007,05/04/2007,2007-05-11,09/05/2007,,43-32,BOWNE STREET,43-32 BOWNE STREET,4117279,4051940056,Queens,43-32,BOWNE STREET,43-32 BOWNE STREET,4117279,4051940056,4,407,QN22,859,25,20,,,false,Lat/Long geosupport,,40.754446,-73.819656,0101000020E6100000177E703E757452C08C4CC0AF91604440
402586199,Alteration,"REHAB. EXISTING FRAME CHURCH AND UPGRADE CONSTRUCTION TO CLASS II-B,REPLACEMEN T OF EXISTING EXTERIOR WALLS WITH NEW STEEL STUDS.EXISTING ROOF & FRAMING TO R EMAIN. PLUMBING INCLUDED OBTAIN NEW C.O.",Public,Assembly: Other,Other,1,1,7741,7741,0,0,0,0,0,2013-01-17,2013-05-16,C- CO,0,Complete,05/16/2013 12:00:00 AM,05/02/2007,05/10/2007,06/04/2008,2010-06-03,08/06/2010,05/16/2013,90-37,213 STREET,90-37 213 STREET,4227376,4106460002,Queens,90-37,213 STREET,90-37 213 STREET,4227376,4106460002,4,413,QN34,542,29,23,,,false,Lat/Long geosupport,,40.721711,-73.747671,0101000020E6100000BA4A77D7D96F52C0EC14AB06615C4440
320092671,Alteration,"FILING FOR NEW CERTIFICATE OF OCCUPANCY FOR CHURCH, DAY CARE, AND SCHOOL.",Public,Assembly: Other,Other,2,2,26171,26171,,,,,,,,,,Permit issued,10/07/2013 12:00:00 AM,11/06/2009,11/06/2009,02/05/2010,2011-05-17,,,1387,EAST 96TH STREET,1387 EAST 96TH STREET,3326755,3082420015,Brooklyn,1383,EAST   96 STREET,1383 EAST 96 STREET,3326755,3082420015,3,318,BK50,990,18,46,,,false,Lat/Long geosupport,,40.638755,-73.896093,0101000020E61000002B4B7496597952C008944DB9C2514440
402604151,New Building,,Empty Lot,Assembly: Other,Other,0,5,0,,0,,,,,2010-07-16,2010-07-16,C- CO,0,Complete,07/16/2010 12:00:00 AM,06/01/2007,06/01/2007,04/04/2008,2008-05-22,12/15/2008,07/16/2010,35-09,PRINCE STREET,35-09 PRINCE STREET,4112121,4049580009,Queens,35-07,PRINCE STREET,35-07 PRINCE STREET,4112121,4049580009,4,407,QN22,869,25,20,,,false,Lat/Long geosupport,,40.763798,-73.833035,0101000020E6100000185B0872507552C007600322C4614440
410040398,New Building,,Empty Lot,Assembly: Other,Other,0,10,0,,0,,,,,2016-10-20,2017-10-13,C- CO,0,Complete,10/13/2017 12:00:00 AM,11/27/2007,12/05/2007,07/08/2010,2010-12-13,12/21/2010,10/13/2017,133-14,41 AVENUE,133-14 41 AVENUE,4617434,4050410005,Queens,133-12,41 AVENUE,133-12 41 AVENUE,4617434,4050410005,4,407,QN22,849,25,20,,,false,Lat/Long geosupport,,40.757170,-73.831268,0101000020E6100000868DB27E337552C094C151F2EA604440
410060954,Alteration,OBTAIN NEW C/O FOR EATING OR DRINKING ESTABLISHMENT (U.G6). REMOVE NON BEARING PARTITION AND PLUMBING FIXTURES. ALSO INSTALL NEW PLUMBING FIXTURES AND NON B EARING PARTITION.,Commercial,Assembly: Other,Other,1,1,2872,2872,0,0,0,0,0,2011-02-17,2011-02-17,C- CO,0,Complete,02/17/2011 12:00:00 AM,02/04/2008,02/04/2008,02/28/2008,2008-02-28,03/27/2008,02/17/2011,112-16,LIBERTY AVENUE,112-16 LIBERTY AVENUE,4202533,4095350008,Queens,112-16,LIBERTY AVENUE,112-16 LIBERTY AVENUE,4202533,4095350008,4,410,QN55,100,27,28,,,false,Lat/Long geosupport,,40.685062,-73.829572,0101000020E6100000596B28B5177552C0BEDD921CB0574440
500813408,New Building,,Empty Lot,Assembly: Other,Other,0,1,0,,0,,,,,2014-03-21,2016-07-05,T- TCO,0,Complete,02/01/2006 12:00:00 AM,12/12/2005,12/20/2005,01/11/2006,2006-01-31,02/01/2006,,115,BRICKTOWN WAY,115 BRICKTOWN WAY,5170012,5074460050,Staten Island,,BRICKTOWN WAY,,,,,503,SI11,226,31,51,,,false,BBL DOB MapPLUTO,,40.5300230930833,-74.2292135992988,0101000020E61000005932846FAB8E52C06F75F5CBD7434440
410131272,Alteration,"TO CONVERT EXISTING FACTORY INTO CHURCH, U.G.4. TO INSTALL NEW HUNG CEILING AS PER PLAN. NEW INTERIOR FINISHINGS AND NEW NON-BEARING PARTITIONS WITHOUT PENETRATION OF HUNG CEILING. NEW ENTRANCE DOORS AND NEW PLUMBING FIXTURES AND ROOFTOP A/C UNITS ON NEW DUNNAGE.",Commercial,Assembly: Other,Other,2,2,5000,5000,2,2,0,0,0,2011-03-09,2011-03-09,C- CO,2,Complete,03/09/2011 12:00:00 AM,06/25/2008,06/26/2008,07/29/2008,2008-08-22,08/28/2008,03/09/2011,1647,WEIRFIELD STREET,1647 WEIRFIELD STREET,4434452,4035490084,Queens,1647,WEIRFIELD STREET,1647 WEIRFIELD STREET,4434452,4035490084,4,405,QN20,553,24,34,,,false,Lat/Long geosupport,,40.697883,-73.905355,0101000020E610000049111956F17952C099B7EA3A54594440
210059951,Alteration,SEE SECTION # 24.,Retail,Assembly: Other,Other,1,2,10650,21009,,,,,,2011-08-16,2013-12-26,C- CO,0,Complete,12/26/2013 12:00:00 AM,07/22/2008,07/22/2008,09/11/2008,2008-10-09,12/15/2009,12/26/2013,2129,WHITE PLAINS ROAD,2129 WHITE PLAINS ROAD,2117836,2042860035,Bronx,2129,WHITE PLAINS ROAD,2129 WHITE PLAINS ROAD,2117836,2042860035,2,211,BX49,22401,11,13,,,false,Lat/Long geosupport,,40.854230,-73.868070,0101000020E6100000E12879758E7752C08CA19C68576D4440
110319637,Alteration,"ALT 1 APPLICATION FILED TO CHANGE USE OF FIRST FLOOR FROM CLASSROOMS TO OFFICES, AND RECORD MEETING ROOM USE IN LOWER AND UPPER PENTHOUSE AS SHOWN ON PLANS.",Public,Assembly: Other,Other,4,4,100,100,,,,,,2010-08-23,2017-02-10,C- CO,0,Complete,02/10/2017 12:00:00 AM,08/20/2008,08/20/2008,06/25/2009,2009-11-20,11/20/2009,02/10/2017,1157,LEXINGTON AVENUE,1157 LEXINGTON AVENUE,1047486,1015080053,Manhattan,1151,LEXINGTON AVENUE,1151 LEXINGTON AVENUE,1047486,1015080053,1,108,MN40,140,02,05,,,false,Lat/Long geosupport,,40.775316,-73.958233,0101000020E6100000AC3C81B0537D52C06308008E3D634440
410166298,New Building,"IT IS PROPOSED TO CONSTRUCT A NEW 2 STORY YMCA FACILITY AS SHOWN ON PLANS.TOTA L SQUARE FOOTAGE IS 38,485.",Empty Lot,Assembly: Other,Other,0,2,0,38485,0,0,0,0,0,2014-02-03,2015-12-14,C- CO,0,Complete,12/14/2015 12:00:00 AM,09/17/2008,09/17/2008,11/20/2009,2010-02-19,01/09/2012,12/14/2015,207,BEACH 73 STREET,207 BEACH 73 STREET,4594499,4160880100,Queens,207,BEACH   73 STREET,207 BEACH 73 STREET,4594499,4160880100,4,414,QN12,94202,27,31,,,false,Lat/Long geosupport,,40.589760,-73.801807,0101000020E61000000CAD4ECE507352C0963E74417D4B4440
410193295,Alteration,"INTERIOR LAYOUT FOR NEW KARATE CENTER AT 1ST FLOOR AND STORAGE LAYOUT AT CELLAR,PROPOSED HANDICAPPED BATHROOM AT 1STH FLOOR AND 2-PC BATHROOM AT CELLAR.NEW C/O REQUIRED",Assembly: Other,Assembly: Other,Other,1,1,10000,10000,,,,,,2010-06-02,2011-05-25,C- CO,0,Complete,05/25/2011 12:00:00 AM,11/14/2008,11/14/2008,12/18/2008,2008-12-22,01/21/2009,05/25/2011,172-31,HILLSIDE AVENU,172-31 HILLSIDE AVENU,4210593,4098440101,Queens,172-27,HILLSIDE AVENUE,172-27 HILLSIDE AVENUE,4210593,4098440101,4,408,QN06,458,29,24,,,false,Lat/Long geosupport,,40.712366,-73.789207,0101000020E61000008EB1135E827252C0246420CF2E5B4440
410204265,Alteration,AMENDMENT EXISTING C/O TO ADD 'DAY CARE'(U.G -'E' 2008 CODE) ON FIRST FLOOR. REPLACE OLD W/C AND LAV.WITH NEW CHILD W/C AND LAV. ON EXISTING ROUGHING,Assembly: Other,Assembly: Other,Other,1,1,14843,14843,,,,,,2010-01-11,2010-01-11,C- CO,0,Complete,01/11/2010 12:00:00 AM,12/17/2008,12/17/2008,12/29/2008,2008-12-30,12/31/2008,01/11/2010,48-06,212 STREET,48-06 212 STREET,4158309,4073700001,Queens,48-02,212 STREET,48-02 212 STREET,4158309,4073700001,4,411,QN46,1435,26,23,,,false,Lat/Long geosupport,,40.754955,-73.769408,0101000020E6100000F8510DFB3D7152C0D1798D5DA2604440
410212693,Alteration,NEW KIOSK AT PS1 CONTEMPORARY ART CENTER,Assembly: Other,Assembly: Other,Other,4,4,95039,96341,,,,,,2011-11-04,2017-12-20,T- TCO,0,Complete,05/17/2011 12:00:00 AM,01/09/2009,01/09/2009,08/12/2009,2010-10-04,05/17/2011,,46-01,21ST STREET,46-01 21ST STREET,4000548,4000750001,Queens,46-01,21 STREET,46-01 21 STREET,4000548,4000750001,4,402,QN31,7,30,26,,,false,Lat/Long geosupport,,40.745556,-73.947801,0101000020E61000006E8786C5A87C52C015AB06616E5F4440
420014905,Alteration,APPLICATION FILED TO OBTAIN C/O. NO WORK TO BE PERFORMED.,Public,Assembly: Other,Other,2,2,7528,7528,0,3,3,3,0,2013-08-08,2013-08-08,C- CO,3,Complete,08/08/2013 12:00:00 AM,05/07/2009,06/09/2009,11/18/2009,2009-11-25,11/25/2009,08/08/2013,115-33,SUTPHIN BOULEVARD,115-33 SUTPHIN BOULEVARD,4264229,4121890007,Queens,115-33,SUTPHIN BOULEVARD,115-33 SUTPHIN BOULEVARD,4264229,4121890007,4,412,QN76,272,27,28,,,false,Lat/Long geosupport,,40.684062,-73.792159,0101000020E6100000DA8EA9BBB27252C0DA37F7578F574440
320027458,Alteration,REFER APPLICATION TO BOARD OF STANDARD AND APPEALS FOR EXTENSION OF TERM OF PRIOR BSA CAL. 895-89-BZ FOR DRIVE THROUGH FACILITY AND TO AMEND SCHEDULE A TO INCREASE NUMBER OF PERSONS & CHANGE WORDING. NO WORK TO BE DONE.,Assembly: Other,Eating & Drinking,Other,1,1,5710,5710,,,,,,2011-06-30,2013-07-31,C- CO,0,Complete,07/31/2013 12:00:00 AM,06/01/2009,06/01/2009,03/29/2010,2010-06-08,06/08/2010,07/31/2013,57,EMPIRE BOULEVARD,57 EMPIRE BOULEVARD,3034454,3013060001,Brooklyn,47,EMPIRE BOULEVARD,47 EMPIRE BOULEVARD,3034454,3013060001,3,309,BK60,327,17,35,,,false,Lat/Long geosupport,,40.663718,-73.960059,0101000020E6100000C0CE4D9B717D52C01EE21FB6F4544440
320070604,Alteration,CHANGE OCCUPANCY TO (1) ADULT COOKING TRADE SCHOOL.  931 SFT AT NORTH PORTION OF EXISTING BUILDING. (2) CHURCH AT SOUTH PORTION OF SAME BUILDING.,Commercial,Assembly: Other,Other,1,1,5850,5850,1,1,0,0,,,,,,Permit issued,04/01/2016 12:00:00 AM,09/15/2009,09/21/2009,07/27/2010,2010-12-08,04/02/2015,,249,EAST 88 STREET,249 EAST 88 STREET,3221878,3079130011,Brooklyn,249,EAST   88 STREET,249 EAST 88 STREET,3221878,3079130011,3,317,BK96,930,18,45,,,false,Lat/Long geosupport,,40.647681,-73.916443,0101000020E61000007B698A00A77A52C0CB9E0436E7524440
120157409,Alteration,HEREWITH FILING TO CREATE DINING ON 3RD FLOOR OF EXISTING EATING AND DRINKING ESTABLISHMENT.,Assembly: Other,Eating & Drinking,Other,3,3,3372,3372,0,0,0,0,0,2011-04-01,2018-12-21,T- TCO,0,Complete,05/10/2010 12:00:00 AM,09/17/2009,09/21/2009,03/26/2010,2010-05-10,05/10/2010,,56,NINTH AVENUE,56 NINTH AVENUE,1013042,1007380080,Manhattan,56,9 AVENUE,56 9 AVENUE,1013042,1007380080,1,104,MN13,83,02,03,,,false,Lat/Long geosupport,,40.741206,-74.004771,0101000020E6100000083E062B4E8052C0ABCC94D6DF5E4440
