job_number,job_type,job_description,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_geomsource,x_reason,latitude,longitude,geom,row_number
420657845,New Building,APP-022220 NEW DWELLING TO BE BUILT ABOVE FLOOD RESISTANT CONSTRUCTION ELEVATION AS PER APPDX G OF NYC BC. EXISTING FOUNDATION SHALL BE DEMOLISHED.NEW CLOSED FOUNDATION. GRADE BEAM AND HELICAL PILE FOUNDATION SYSTEM SHALL BE INSTALLED AS INDICATED ON PLANS.,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1156,0,1,1,0,,,,,,In progress,03/03/2017 12:00:00 AM,08/10/2016,08/10/2016,03/03/2017,,,,162-28,104 STREET,162-28 104 STREET,4296354,4142401329,Queens,162-28,104 STREET,162-28 104 STREET,4296354,4142401329,4,410,QN57,884,27,32,,,false,Lat/Long geosupport,,40.654487,-73.828381,0101000020E61000002DE8BD31047552C01E54E23AC6534440,1
420662483,New Building,BIB APP-022220. NEW 2 STORY MODULAR DETACHED SINGLE FAMILY HOME (BY OTHERS) ON PODIUM FOUNDATION W/ HELICAL PILES. CC#Q00045828,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1327,0,1,1,0,,,,,,Permit issued,12/12/2018 12:00:00 AM,09/22/2017,09/22/2017,10/27/2017,2017-12-12,10/09/2018,,162-28,104 STREET,162-28 104 STREET,4296354,4142401329,Queens,162-28,104 STREET,162-28 104 STREET,4296354,4142401329,4,410,QN57,884,27,32,,,false,Lat/Long geosupport,,40.654487,-73.828381,0101000020E61000002DE8BD31047552C01E54E23AC6534440,2
220025997,Alteration,1. CONVERTING 1 FAMILY TO 2 FAMILIES 2. REMOVE VIOLATION # 34455168X,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,1729,1729,1,2,1,1,0,2011-03-21,2011-03-21,C- CO,2,Complete,03/21/2011 12:00:00 AM,09/02/2009,09/02/2009,10/16/2009,2009-10-26,10/26/2009,03/21/2011,162,ROCHELLE ST.,162 ROCHELLE ST.,2082397,2056370077,Bronx,162,ROCHELLE STREET,162 ROCHELLE STREET,2082397,2056370077,2,210,BX10,516,11,13,,,false,Lat/Long geosupport,,40.838878,-73.782500,0101000020E6100000AE47E17A147252C0BDAAB35A606B4440,1
220160698,Alteration,CHANGE CERTIFICATE OF OCCUPANCY FOR MEETS AND BOUNDS,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,1816,1816,1,2,1,0,,,,,,Permit issued,09/25/2012 12:00:00 AM,12/19/2011,12/19/2011,09/10/2012,2012-09-25,09/25/2012,,162,ROCHELLE ST.,162 ROCHELLE ST.,2082397,2056370077,Bronx,162,ROCHELLE STREET,162 ROCHELLE STREET,2082397,2056370077,2,210,BX10,516,11,13,,,false,Lat/Long geosupport,,40.838878,-73.782500,0101000020E6100000AE47E17A147252C0BDAAB35A606B4440,2
120860942,Alteration,HEREWITH FILE PLANS TO CREATE TWO APARTMENTS FROM ONE EXISTING APARTMENT AT BASEMENT LEVEL.  CHANGE DWELLING UNIT COUNT FROM 9 TO 10.  OBTAIN AMENDED C OF O FOR BASEMENT ONLY (FINAL CO ISSUED SEPT. 2011 FOR ALT #120473601).,Residential: Multi-Family,Residential: Multi-Family,Residential,5,5,5100,5100,9,10,1,1,0,2013-06-03,2013-06-03,C- CO,10,Complete,06/03/2013 12:00:00 AM,10/18/2011,10/18/2011,12/29/2011,2012-01-20,01/31/2012,06/03/2013,167,EAST 107 STREET,167 EAST 107 STREET,1052077,1016350028,Manhattan,167,EAST  107 STREET,167 EAST 107 STREET,1052077,1016350028,1,111,MN33,172,04,08,,,false,Lat/Long geosupport,,40.792805,-73.944921,0101000020E61000006E13EE95797C52C07A8D5DA27A654440,1
120473601,Alteration,"REMOVE AND INSTALL PARTITIONS AND FINISHES, MECHANICAL AND PLUMBING WORK. CHANGE BASEMENT FROM ONE HALF APARTMENT TO ONE APARTMENT AND 1ST FLOOR FROM 1 APARTMENT AND ONE HALF APARTMENT TO 2 APARTMENTS.",Residential,Residential: Multi-Family,Residential,5,5,5100,5100,8,9,1,1,0,2011-09-07,2011-09-07,C- CO,9,Complete,09/07/2011 12:00:00 AM,09/16/2010,09/16/2010,11/10/2010,2010-12-17,03/04/2011,09/07/2011,167,EAST 107 STREET,167 EAST 107 STREET,1052077,1016350028,Manhattan,167,EAST  107 STREET,167 EAST 107 STREET,1052077,1016350028,1,111,MN33,172,04,08,,,false,Lat/Long geosupport,,40.792805,-73.944921,0101000020E61000006E13EE95797C52C07A8D5DA27A654440,2
220176226,Alteration,OFFICE RENOVATION AT SUB-CELLAR 1 ALL AS PER PLANS SUBMITTED HEREWITH.,Residential,Commercial,Residential,13,13,182352,182352,151,154,3,3,0,2013-09-23,2016-04-19,C- CO,154,Complete,04/19/2016 12:00:00 AM,03/28/2012,03/28/2012,05/02/2012,2012-05-22,08/08/2012,04/19/2016,1700,GRAND CONCOURSE,1700 GRAND CONCOURSE,2007862,2028230046,Bronx,1700,GRAND CONCOURSE,1700 GRAND CONCOURSE,2007862,2028230046,2,204,BX41,22703,09,15,,,false,Lat/Long geosupport,,40.844558,-73.910705,0101000020E61000006FD39FFD487A52C09FC9FE791A6C4440,1
220176235,Alteration,AMEND C OF O TO INCLUDE OPEN PARKING LOT AS PER PREVIOUSLY APPROVED PLANS AND OBTAIN FINAL C OF O.,Residential,Residential: Multi-Family,Residential,13,13,182352,182352,151,154,3,3,0,2018-04-18,2018-04-18,C- CO,154,Complete,04/18/2018 12:00:00 AM,03/28/2012,03/28/2012,07/26/2012,2012-10-03,01/14/2013,04/18/2018,1700,GRAND CONCOURSE,1700 GRAND CONCOURSE,2007862,2028230046,Bronx,1700,GRAND CONCOURSE,1700 GRAND CONCOURSE,2007862,2028230046,2,204,BX41,22703,09,15,,,false,Lat/Long geosupport,,40.844558,-73.910705,0101000020E61000006FD39FFD487A52C09FC9FE791A6C4440,2
421601653,Alteration,JOB FILED TO CONVERT ONE FAMILY  DWELLING TO A TWO FAMILY DWELLING AND CREATE A NEW SECOND FLOOR ABOVE THE EXISTING  SINGLE STORY BUILDING,Residential,Residential: 1 & 2 Family,Residential,1,2,1800,3592,1,2,1,0,,,,,,In progress,01/02/2019 12:00:00 AM,04/19/2018,04/19/2018,01/02/2019,,,,170-34,GRAND CENTRAL PKWY,170-34 GRAND CENTRAL PKWY,4211123,4098760041,Queens,,GRAND CENTRAL PARKWAY SR SOUTH,,4211123,4098760041,4,408,QN35,456,29,24,,,false,Lat/Long geosupport,,40.717994,-73.794294,0101000020E61000002D5A80B6D57252C0B35C363AE75B4440,1
421380231,Alteration,JOB FILED TO CONVERT ONE FAMILY  DWELLING TO A TWO FAMILY DWELLING AND CREATE A NEW SECOND FLOOR ABOVE THE EXISTING  SINGLE STORY BUILDING,Residential,Residential: 1 & 2 Family,Residential,1,2,1800,3592,1,2,1,0,,,,,,In progress (last plan disapproved),01/31/2018 12:00:00 AM,09/29/2016,09/29/2016,,,,,170-34,GRAND CENTRAL PKWY,170-34 GRAND CENTRAL PKWY,4211123,4098760041,Queens,,GRAND CENTRAL PARKWAY SR SOUTH,,4211123,4098760041,4,408,QN35,456,29,24,,,false,Lat/Long geosupport,,40.717994,-73.794294,0101000020E61000002D5A80B6D57252C0B35C363AE75B4440,2
321699989,New Building,.,Empty Lot,Residential: Multi-Family,Residential,0,8,0,23928,0,35,35,0,,,,,,Permit issued,01/07/2019 12:00:00 AM,12/19/2017,12/29/2017,03/23/2018,2018-10-30,,,1705,EAST 17 STREET,1705 EAST 17 STREET,3253769,3068000001,Brooklyn,1701,EAST   17 STREET,1701 EAST 17 STREET,3253769,3068000001,3,315,BK44,552,22,48,,,false,Lat/Long geosupport,,40.608244,-73.956069,0101000020E61000000BEE073C307D52C07EFE7BF0DA4D4440,1
321695607,New Building,PROPOSED EIGHT STORY NEW BUILDING,Empty Lot,Residential: Multi-Family,Residential,0,8,0,23930,0,26,26,0,,,,,,Filed,12/08/2017 12:00:00 AM,12/08/2017,,,,,,1705,EAST 17 STREET,1705 EAST 17 STREET,3253769,3068000001,Brooklyn,1701,EAST   17 STREET,1701 EAST 17 STREET,3253769,3068000001,3,315,BK44,552,22,48,,,false,Lat/Long geosupport,,40.608244,-73.956069,0101000020E61000000BEE073C307D52C07EFE7BF0DA4D4440,2
520138832,New Building,"PROPOSED 2 STORY FRAME MANUFACTURED, ONE FAMILY (ELEVATED) RESIDENCE WITH ACCESSORY 2 CAR PARKING UNDER THE ELEVATED STRUCTURE. THIS DOCUMENT SUBMITTED FOR ZONING REVIEW AND APPROVALS ONLY, ALL OTHER WORK TYPES SHALL BE SUBMITTED UNDER SUBSEQUENT DOCUMENTS.",Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1115,0,1,1,0,,,,,,In progress,05/15/2017 12:00:00 AM,12/30/2015,12/30/2015,05/15/2017,,,,175,FATHER CAPODANNO BLVD,175 FATHER CAPODANNO BLVD,5046021,5031220118,Staten Island,175,FATHER CAPODANNO BOULEVARD,175 FATHER CAPODANNO BOULEVARD,5046021,5031220118,5,502,SI14,74,31,50,,,false,Lat/Long geosupport,,40.592474,-74.064477,0101000020E610000007962364208452C07BDD2230D64B4440,1
510113100,New Building,"BIB APP-002165. NEW MODULAR CONSTRUCTION DWELLING TO BE BUILT ABOVE FLOOD RESISTANT CONSTRUCTION ELEVATION AS PER APPENDIX G OF NYC  BUILDING CODE. NEW OPEN FOUNDATION, GRADE BEAM AND HELICAL  PILE FOUNDATION SHALL BE INSTALLED. THIS APPLICATION IS FEE  EXEMPT BASED ON LEGISLATION INTRO 389.",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1148,0,1,1,0,,,,,,In progress,01/15/2019 12:00:00 AM,11/01/2018,11/01/2018,01/15/2019,,,,175,FATHER CAPODANNO BLVD,175 FATHER CAPODANNO BLVD,5046021,5031220118,Staten Island,175,FATHER CAPODANNO BOULEVARD,175 FATHER CAPODANNO BOULEVARD,5046021,5031220118,5,502,SI14,74,31,50,,,false,Lat/Long geosupport,,40.592474,-74.064477,0101000020E610000007962364208452C07BDD2230D64B4440,2
520135862,New Building,"FILING APPLICATION FOR CONSTRUCTION OF NEW 3-STORY, 1 FAMILY DWELLING.",Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,7279,0,1,1,0,,,,,,Permit issued,09/18/2018 12:00:00 AM,12/22/2017,12/28/2017,04/10/2018,2018-05-18,09/18/2018,,17,BELVEDERE COURT,17 BELVEDERE COURT,5168936,5077750190,Staten Island,,BELVEDERE COURT,,,,,503,SI11,24402,31,51,,,false,BBL DOB MapPLUTO,,40.5046752864675,-74.2315905515883,0101000020E61000009A482D61D28E52C0173D253399404440,1
520308284,New Building,CONSTRUCT A NEW ONE FAMILY RESIDENCE. ON/OFF SITE FILL REQUIRED,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,126677,0,1,1,0,,,,,,Permit issued,03/06/2018 12:00:00 AM,07/31/2017,08/01/2017,09/06/2017,2017-09-20,,,17,BELVEDERE COURT,17 BELVEDERE COURT,5168936,5077750190,Staten Island,,BELVEDERE COURT,,,,,503,SI11,24402,31,51,,,false,BBL DOB MapPLUTO,,40.5046752864675,-74.2315905515883,0101000020E61000009A482D61D28E52C0173D253399404440,2
103945135,Alteration,"Convert third floor office to 'loft dwel LING'. WORK TO INCLUDE GENERAL CONSTRUCTION, PLUMBING AND MECHANICAL WO rk types. Amend Certificate of occupancy.",Residential,Residential,Residential,8,8,,,27,29,2,2,0,2011-11-01,2011-11-01,T- TCO,28,Complete,03/24/2017 12:00:00 AM,10/06/2004,10/06/2004,11/12/2004,2004-11-16,12/14/2004,,181,HUDSON STREET,181 HUDSON STREET,1002859,1002227501,Manhattan,181,HUDSON STREET,181 HUDSON STREET,1002859,1002227501,1,101,MN24,39,02,01,,,false,Lat/Long geosupport,,40.722838,-74.008467,0101000020E610000018062CB98A8052C02D27A1F4855C4440,1
123328167,Alteration,"INTERIOR ALTERATION TO ADD NEW DWELLING UNIT. PLUMBING AND SPRINKLER CHANGES AS INDICATED ON PLANS. CHANGES IN USE, OCCUPANCY AND EGRESS.",Residential,Residential: Multi-Family,Residential,8,8,55184,55184,27,28,1,0,,,,,,Permit issued,12/13/2018 12:00:00 AM,07/13/2017,07/13/2017,03/27/2018,2018-03-29,04/18/2018,,181,HUDSON STREET,181 HUDSON STREET,1002859,1002227501,Manhattan,181,HUDSON STREET,181 HUDSON STREET,1002859,1002227501,1,101,MN24,39,02,01,,,false,Lat/Long geosupport,,40.722838,-74.008467,0101000020E610000018062CB98A8052C02D27A1F4855C4440,2
120362801,Alteration,PARTITION AND PLUMBING CHANGES AS INDICATED ON PLANS TO CONVERT COMMERCIAL SPACE TO DWELLING UNIT.,Residential,Residential: Multi-Family,Residential,8,8,78520,78520,27,28,1,1,0,2012-07-11,2018-07-20,T- TCO,30,Complete,03/24/2017 12:00:00 AM,05/25/2010,05/26/2010,05/27/2010,2010-05-27,08/19/2010,,181,HUDSON STREET,181 HUDSON STREET,1002859,1002227501,Manhattan,181,HUDSON STREET,181 HUDSON STREET,1002859,1002227501,1,101,MN24,39,02,01,,,false,Lat/Long geosupport,,40.722838,-74.008467,0101000020E610000018062CB98A8052C02D27A1F4855C4440,3
421661758,New Building,PROPOSED A 3-STORY MIXED USE RESIDENTIAL BUILDING.,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,3769,0,2,2,0,,,,,,In progress (last plan disapproved),08/06/2018 12:00:00 AM,07/27/2018,07/27/2018,,,,,18-35,COLLEGE POINT BOULEVARD,18-35 COLLEGE POINT BOULEVARD,4098828,4041280007,Queens,18-35,COLLEGE POINT BOULEVARD,18-35 COLLEGE POINT BOULEVARD,4098828,4041280007,4,407,QN23,925,25,19,,true,false,Lat/Long geosupport,,40.782244,-73.845626,0101000020E61000006DA983BC1E7652C001BF469220644440,1
421380026,New Building,PROPOSED A 3-STORY MIXED USE RESIDENTIAL BUILDING.,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,3748,0,1,1,0,,,,,,In progress (last plan disapproved),05/11/2018 12:00:00 AM,09/30/2016,09/30/2016,,,,,18-35,COLLEGE POINT BOULEVARD,18-35 COLLEGE POINT BOULEVARD,4098828,4041280007,Queens,18-35,COLLEGE POINT BOULEVARD,18-35 COLLEGE POINT BOULEVARD,4098828,4041280007,4,407,QN23,925,25,19,,true,false,Lat/Long geosupport,,40.782244,-73.845626,0101000020E61000006DA983BC1E7652C001BF469220644440,2
421661749,New Building,PROPOSED A 3-STORY MIXED USE RESIDENTIAL BUILDING.,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,4774,0,2,2,0,,,,,,In progress (last plan disapproved),08/07/2018 12:00:00 AM,07/27/2018,07/27/2018,,,,,18-39,COLLEGE POINT BOULEVARD,18-39 COLLEGE POINT BOULEVARD,4614795,4041280005,Queens,18-37,COLLEGE POINT BOULEVARD,18-37 COLLEGE POINT BOULEVARD,4000000,4041280005,4,407,QN23,925,25,19,,true,false,Lat/Long geosupport,,40.782077,-73.845634,0101000020E6100000AF9811DE1E7652C016FA60191B644440,1
421380017,New Building,PROPOSED A 3-STORY MIXED USE RESIDENTIAL BUILDING.,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,4774,0,1,1,0,,,,,,In progress (last plan disapproved),05/11/2018 12:00:00 AM,09/30/2016,09/30/2016,,,,,18-39,COLLEGE POINT BOULEVARD,18-39 COLLEGE POINT BOULEVARD,4614795,4041280005,Queens,18-37,COLLEGE POINT BOULEVARD,18-37 COLLEGE POINT BOULEVARD,4000000,4041280005,4,407,QN23,925,25,19,,true,false,Lat/Long geosupport,,40.782077,-73.845634,0101000020E6100000AF9811DE1E7652C016FA60191B644440,2
122083459,Alteration,ENLARGE EXISTING PENTHOUSE TO CREATE 6TH FLOOR. APPLICATION FILED FOR ZONING AND EGRESS  ONLY IN ORDER TO OBTAIN PRELIMINARY APPROVAL FROM LANDMARKS PRESERVATION COMMISSION.,Residential: Multi-Family,Residential: Multi-Family,Residential,5,6,13373,14716,3,4,1,0,,,,,,Permit issued,04/10/2018 12:00:00 AM,07/29/2014,07/29/2014,12/01/2015,2017-07-05,,,184,DUANE STREET,184 DUANE STREET,1075718,1001417502,Manhattan,184,DUANE STREET,184 DUANE STREET,1075718,1001417502,1,101,MN24,39,02,01,,,false,Lat/Long geosupport,,40.717173,-74.010158,0101000020E6100000BD72BD6DA68052C080492A53CC5B4440,1
120708449,Alteration,CHANGE USE OF SECOND FLOOR TO ONE APARTMENT,Residential,Residential: Multi-Family,Residential,5,5,13178,13178,2,3,1,1,0,2013-04-11,2014-05-20,C- CO,3,Complete,05/20/2014 12:00:00 AM,05/31/2011,05/31/2011,07/29/2011,2011-08-11,08/24/2011,05/20/2014,184,DUANE STREET,184 DUANE STREET,1075718,1001417502,Manhattan,184,DUANE STREET,184 DUANE STREET,1075718,1001417502,1,101,MN24,39,02,01,,,false,Lat/Long geosupport,,40.717173,-74.010158,0101000020E6100000BD72BD6DA68052C080492A53CC5B4440,2
520324015,New Building,"PLANS/ APPLICATIONS FOR A 1 FAM. RES. APPROVALS AS FOLLOWS: BPP# 520207892. SCR# 474/14.  CPC #N120202ZAR, N130024ZCR. FDNY 8/28/2009.  WATER MAIN #520227255. RESTRICTIVE DEC. EASEMENT LANDOC#178100. BSA #140-10-BZ/142-10-BZ/144-10-BZ/146-10-BZ CEQR #11-BSA-010R.  EXHIBIT III LANDOC# XXXXXX BUILD. SHALL BE FULLY SPRINKLERED.",Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,4960,0,1,1,0,,,,,,Permit issued,05/31/2018 12:00:00 AM,02/15/2018,02/15/2018,04/18/2018,2018-05-03,05/31/2018,,191,EDINBORO ROAD,191 EDINBORO ROAD,5863451,5022680168,Staten Island,191,EDINBORO ROAD,191 EDINBORO ROAD,5000000,5022680168,5,502,SI24,279,31,50,,,false,Lat/Long geosupport,,40.578415,-74.133970,0101000020E61000004A29E8F6928852C00742B280094A4440,1
520319726,New Building,PROPOSED NEW BUILDING SINGLE FAMILY RESIDENCE,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,5258,0,1,1,0,,,,,,In progress,11/09/2017 12:00:00 AM,11/06/2017,11/06/2017,,,,,191,EDINBORO ROAD,191 EDINBORO ROAD,5863451,5022680168,Staten Island,191,EDINBORO ROAD,191 EDINBORO ROAD,5000000,5022680168,5,502,SI24,279,31,50,,,false,Lat/Long geosupport,,40.578415,-74.133970,0101000020E61000004A29E8F6928852C00742B280094A4440,2
421417611,Alteration,REAR 2-STORY ADDITION CONVERTING ONE FAMILY DWELLING TO TWO FAMILY DWELLING.,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,1252,2188,1,2,1,0,,,,,,In progress (last plan disapproved),05/17/2017 12:00:00 AM,05/11/2017,05/11/2017,,,,,194-01,112 ROAD,194-01 112 ROAD,4235131,4109700230,Queens,194-01,112 ROAD,194-01 112 ROAD,4235131,4109700230,4,412,QN08,524,29,27,,,false,Lat/Long geosupport,,40.700759,-73.761354,0101000020E610000071AB2006BA7052C057B08D78B2594440,1
421678330,Alteration,CONVERTING FROM ONE FAMILY TO TWO FAMILY DWELLING,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,1536,2500,1,2,1,0,,,,,,In progress (last plan disapproved),11/27/2018 12:00:00 AM,09/24/2018,09/24/2018,,,,,194-01,112 ROAD,194-01 112 ROAD,4235131,4109700230,Queens,194-01,112 ROAD,194-01 112 ROAD,4235131,4109700230,4,412,QN08,524,29,27,,,false,Lat/Long geosupport,,40.700759,-73.761354,0101000020E610000071AB2006BA7052C057B08D78B2594440,2
110034276,Alteration,"Filing herwith architectural drawings to englarge 1 story building, comb lot #' 30, 32, and 33 as shown on drawing filed herewith.Propose to construct new exterior wall, stairs, floors and partations.",Commercial,Residential: Multi-Family,Residential,,8,,,0,55,55,55,0,2010-02-24,2010-07-28,C- CO,55,Complete,07/28/2010 12:00:00 AM,11/19/2007,11/20/2007,11/20/2007,2008-01-02,05/30/2008,07/28/2010,196,STANTON STREET,196 STANTON STREET,1088333,1003450030,Manhattan,192,STANTON STREET,192 STANTON STREET,1088333,1003457502,1,103,MN28,2201,01,02,true,,false,Lat/Long geosupport,change u_init,40.720010,-73.983030,0101000020E6100000293FA9F6E97E52C08065A549295C4440,1
120587301,Alteration,TO CHANGE EXISTING COMMUNITY FACILITY MEDICAL OFFICE SPACES AT 1ST & 2ND FLOORS TO A DORMITORY.  NEW INTERIOR PARTITIONS & AND DOOR AT 1ST FLOOR. NEW SHOWERS AND RANGES AT 2ND FLOOR. AMENDED CERTIFICATE OF OCCUPANCY WILL BE OBTAINED.,Residential: Multi-Family,Residential: Multi-Family,Residential,8,8,51696,51696,55,66,11,11,0,2011-08-29,2011-10-03,C- CO,66,Complete,10/03/2011 12:00:00 AM,01/25/2011,01/25/2011,05/24/2011,2011-05-31,06/10/2011,10/03/2011,196,STANTON STREET,196 STANTON STREET,1088333,1003450030,Manhattan,192,STANTON STREET,192 STANTON STREET,1088333,1003457502,1,103,MN28,2201,01,02,,,false,Lat/Long geosupport,,40.720010,-73.983030,0101000020E6100000293FA9F6E97E52C08065A549295C4440,2
320912599,New Building,THIS APPLICATION IS FILED TO BUILD 2 UNIT RESIDENTIAL BUILDING.,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1942,0,2,2,0,,,,,,In progress (last plan disapproved),11/27/2018 12:00:00 AM,05/17/2018,05/22/2018,,,,,1,CROSBY AVENUE,1 CROSBY AVENUE,3426084,3038840225,Brooklyn,1,CROSBY AVENUE,1 CROSBY AVENUE,3000000,3038840225,3,305,BK83,114201,19,37,,,false,Lat/Long geosupport,,40.681895,-73.896054,0101000020E6100000CD5CE0F2587952C02827DA5548574440,1
320912562,New Building,THIS APPLICATION IS FILED TO BUILD 2 UNIT RESIDENTIAL BUILDING.,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2397,0,2,2,0,,,,,,Filed,05/15/2018 12:00:00 AM,05/15/2018,,,,,,1,CROSBY AVENUE,1 CROSBY AVENUE,3426084,3038840225,Brooklyn,1,CROSBY AVENUE,1 CROSBY AVENUE,3000000,3038840225,3,305,BK83,114201,19,37,,,false,Lat/Long geosupport,,40.681895,-73.896054,0101000020E6100000CD5CE0F2587952C02827DA5548574440,2
402371287,New Building,,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,,0,1,1,1,0,2011-06-03,2011-06-03,C- CO,1,Complete,06/03/2011 12:00:00 AM,04/26/2006,04/26/2006,03/05/2007,2007-03-29,08/28/2007,06/03/2011,1,IRVING WALK,1 IRVING WALK,4465537,4163500400,Queens,1,IRVING WALK,1 IRVING WALK,4465537,4163500400,4,414,QN10,91601,27,32,,,false,Lat/Long geosupport,,40.556881,-73.920731,0101000020E6100000755AB741ED7A52C0C36169E047474440,1
420903375,New Building,FILING NEW BUILDING IN ORDER TO RE-CONSTRUCT PRIOR EXISTING CONDITIONS AS PER CO#402371287 SIGNED OFF 6/03/2011. HOUSE WAS BURNED DURING THE HURRICANE SANDY.,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2080,0,1,1,1,0,2014-09-23,2014-10-22,C- CO,1,Complete,10/22/2014 12:00:00 AM,10/03/2013,10/07/2013,01/16/2014,2014-01-30,06/13/2014,10/22/2014,1,IRVING WALK,1 IRVING WALK,4465537,4163500400,Queens,1,IRVING WALK,1 IRVING WALK,4465537,4163500400,4,414,QN10,91601,27,32,,,false,Lat/Long geosupport,,40.556881,-73.920731,0101000020E6100000755AB741ED7A52C0C36169E047474440,2
310058380,New Building,,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,,0,1,1,1,0,2011-12-14,2011-12-14,C- CO,1,Complete,12/14/2011 12:00:00 AM,11/15/2007,11/27/2007,05/16/2008,2008-11-13,02/17/2009,12/14/2011,2050,EAST 8 STREET,2050 EAST 8 STREET,3192087,3071100030,Brooklyn,2050,EAST    8 STREET,2050 EAST 8 STREET,3192087,3071100030,3,315,BK25,394,21,47,,,false,Lat/Long geosupport,,40.599021,-73.963529,0101000020E6100000D8EF8975AA7D52C0014F5AB8AC4C4440,1
310071542,New Building,,Empty Lot,"Industrial, Storage & Utilities",Other,0,1,0,,0,1,1,1,0,2011-11-10,2011-11-10,C- CO,1,Complete,11/10/2011 12:00:00 AM,01/08/2008,01/09/2008,02/07/2008,2008-10-22,02/09/2011,11/10/2011,2050,EAST 8 STREET,2050 EAST 8 STREET,3192087,3071100030,Brooklyn,2050,EAST    8 STREET,2050 EAST 8 STREET,3192087,3071100030,3,315,BK25,394,21,47,,,false,Lat/Long geosupport,,40.599021,-73.963529,0101000020E6100000D8EF8975AA7D52C0014F5AB8AC4C4440,2
421596017,New Building,CONSTRUCT A NEW SEMI-DETACHED TWO-FAMILY RESIDENTIAL BUILDING. OBTAIN A NEW C. OF O.,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1746,0,2,2,0,,,,,,Permit issued,10/12/2018 12:00:00 AM,01/24/2018,01/24/2018,05/23/2018,2018-07-20,10/12/2018,,206-30,46TH AVENUE,206-30 46TH AVENUE,4618276,4073080018,Queens,206-30,46 AVENUE,206-30 46 AVENUE,4000000,4073080018,4,411,QN46,1447,26,19,,,false,Lat/Long geosupport,,40.756316,-73.774828,0101000020E61000009B012EC8967152C084B872F6CE604440,1
421397937,New Building,CONSTRUCT A NEW SEMI-DETACHED TWO FAMILY RESIDENTIAL BUILDING AND OBTAIN A NEW C. OF O.,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1800,0,2,2,0,,,,,,In progress (last plan disapproved),11/29/2017 12:00:00 AM,11/09/2016,11/17/2016,,,,,206-30,46TH AVENUE,206-30 46TH AVENUE,4618276,4073080017,Queens,206-30,46 AVENUE,206-30 46 AVENUE,4000000,4073080018,4,411,QN46,1447,26,19,,,false,Lat/Long geosupport,,40.756316,-73.774828,0101000020E61000009B012EC8967152C084B872F6CE604440,2
520305786,New Building,"TWO STORY, TWO-FAMILY DETACHED RESIDENCE WITH TWO ACCESSORY PARKING PADS AND ONE DETACHED GARAGE (FILED UNDER SEPARATE APPLICATION)",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2087,0,2,2,0,,,,,,Filed,06/23/2017 12:00:00 AM,06/23/2017,,,,,,206,WIMAN AVENUE,206 WIMAN AVENUE,5169845,5053060054,Staten Island,206,WIMAN AVENUE,206 WIMAN AVENUE,5000000,5053060054,5,503,SI54,15603,31,51,,,false,Lat/Long geosupport,,40.539137,-74.145382,0101000020E610000055DB4DF04D8952C02288F37002454440,1
