error_message,input_borough,input_hnum,input_street,uid
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,897,FATHER CAPODANO BOULEVARD,500436334
'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,187,FATHER CAPODANNO BOULEVAR,500596571
'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,189,FATHER CAPODANNO BOULEVAR,500596562
'RIDGEWWAY AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'RIDGEWWAY AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,65,RIDGEWWAY AVENUE,500649195
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6605,SURF AVE.,420032155
'HUTCHINSON RIV EXPRESSWAY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'HUTCHINSON RIV EXPRESSWAY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,450,HUTCHINSON RIV EXPRESSWAY,210025408
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1290,ST MARK''S AVENUE,302347146
'ST JOHN''S PL' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST JOHN''S PL' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1325,ST JOHN''S PL,320578255
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Staten Island,417,O''GORMAN AVENUE,500860295
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Staten Island,419,O''GORMAN AVENUE,500860302
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Manhattan,2500,FDR DRIVE,104473133
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-43,SPRING HILL LANE,401952767
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,136,BAY 54 STREET,301024825
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,31,TORRICE LOOP,520290863
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,11,MARINO BLVD,500413581
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,342,FOURBERIE LANE,520267657
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,263,AVIDITA PLACE,520267327
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-34,BAY LANE,421542959
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,39,TORRICE LOOP,520290827
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,351,BRONX RIVER AVENUE,210178626
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,150-43,SULLIVAN DRIVE,421256447
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,7GAR,FROSINONE LANE,520350682
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,346,FOURBERIE LANE,520267648
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-29,BAY LANE,421542799
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,82,CUPIDITY DRIVE,520267693
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,718,MORSE COURT,402195682
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,267,AVIDITA PLACE,520267345
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,382,MARYLAND AVENUE,520352582
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,114,CUPIDITY DRIVE,520266364
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,2106,POWELL AVENUE,220528427
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,104-15,170 STREET,421525451
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,150-89,CLINTONVILLE COURT,420530599
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,406,FOURBERIE LANE,520267381
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,402,FOURBERIE LANE,520267390
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,80,TENNYSON DRIVE,520317167
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,100,CUPIDITY DRIVE,520266426
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,419,FOURBERIE LANE,520266612
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,407,FOURBERIE LANE,520266658
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,122,PEMBERTON AVENUE,500772871
'BISTEST STREET' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'BISTEST STREET' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Manhattan,1,BISTEST STREET,155500105
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,14A,MESEREAU COURT,321185132
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,27,TORRICE LOOP,520290881
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,129-06,6TH AVENUE,410125993
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,129-20,6TH AVENUE,410126046
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,394,FOURBERIE LANE,520267434
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,315,FOURBERIE LANE,520267014
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,397,FOURBERIE LANE,520266685
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,219,AVIDITA PLACE,520267130
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,421,FOURBERIE LANE,520266603
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,238,AVIDITA PLACE,520267942
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,393,FOURBERIE LANE,520266701
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,35,TORRICE LOOP,520290845
'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1297,ST JOHN''S PLACE,302349368
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND TPAD BBL USED, NO EXISTING PAD BBL",Manhattan,8,RANDALLS ISLAND,104640364
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Manhattan,2500,FDR DRIVE,121966417
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,35,SAVONA COURT,520140419
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,453GAR,DEISIUS STREET,520361723
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,99,COOP CITY BOULEVARD,200709938
'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,314,ST JOHN''S PLACE,302017154
ADDRESS NUMBER OUT OF RANGE ,Queens,16-65,LINDEN STREET,401569833
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Staten Island,409,O''GORMAN AVENUE,500512581
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,23,TALARICO COURT,500749602
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Brooklyn,495,SCHROEDERS AVENUE,321187791
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,16,CRESCENT BEACH,520135504
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,453,DEISIUS STREET,520353420
THIS STREET HAS NO ADDRESSES ,Staten Island,7,TUCCI COURT,520043765
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,475,BELFIELD AVENUE,520337207
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,202,GARRAYS CIRCLE,500434238
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,171,BATH AVENUE,520132892
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,2,MARKHAM COURT,500863835
'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,43,ST. MARY''S AVE,520331757
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,150-41,5 AVENUE,401070103
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,224,GARRAYS CIRCLE,500434149
'LAGUNA AVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES. 'LAGUNA AVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.,Staten Island,35,LAGUNA AVE,500381749
'FATHER CAPODANNO BLBD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANNO BLBD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,435,FATHER CAPODANNO BLBD,500501682
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,42-16,WEST STREET,420946891
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,42-15,WEST STREET,421029443
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,184A,BAY 54 STREET,300999089
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6616,SURF AVE.,420032066
'SACKETT' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'SACKETT' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Brooklyn,296,SACKETT,321190199
ADDRESS NUMBER OUT OF RANGE ,Queens,126-13,180TH STREET,420300766
'47' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. '47' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Brooklyn,1950,47,320233939
'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,756,ST ANN''S AVENUE,210069263
DUPLICATE ADDRESS-USE CENTER DRIVE DOUGLASTON OR CENTER DRIVE MALBA ,Queens,11,CENTER DRIVE,420832442
ADDRESS NUMBER OUT OF RANGE LOT HAS MORE ITEMS THAN LISTED,Queens,248,HILLSIDE AVENUE ROCKAWAYS,421012371
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,10,TORRICE LOOP,520291069
'WEST END' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'WEST END' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Manhattan,451,WEST END,122623982
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND INPUT IS NON-ADDRESSABLE PLACE NAME (NAP) - ADDRESS NUMBER IGNORED",Queens,4518,UNION STREET,402371170
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-45,STONE RIDGE LANE,401952302
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,100,GARRAYS CIRCLE,500434265
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,22,LEASON PLACE,520304518
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,48GAR,TORRICE LOOP,520331944
'EAST TREMONT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'EAST TREMONT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Bronx,236,EAST TREMONT,220460720
ADDRESS NUMBER OUT OF RANGE ,Queens,4,WILLIAMS COURT,420658176
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,33,MACKAY AVENUE,500567255
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1651,BURKE AVENUE,201052145
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,200,FRESH KILLS PARK PICNIC PATH,520329216
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-51,JEWELS ROAD,402631817
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,8,SAVONA COURT,520206731
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,391,FOURBERIE LANE,520266710
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,520,NURSERY PATH,520329225
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,92,CUPIDITY DRIVE,520266462
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-42,STONE RIDGE LANE,401952829
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,62-52,HILLMEYER ROAD,421665816
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS. ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,2711,BRIARKIM COURT,401721142
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-51,BAY LANE,421543066
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,260,AVIDITA PLACE,520267853
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,360,FOURBERIE LANE,520267586
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,11,FROSINONE LANE,520291050
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-54,STONE RIDGE LANE,401952865
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,16,SAVONA COURT,520140437
'ST GEORGE''S CRESCENT' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST GEORGE''S CRESCENT' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,186,ST GEORGE''S CRESCENT,220600758
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,228,GARRAYS CIRCLE,500434130
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,1,TEST STREET,145147169
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,21,CHURCH LANE,301075949
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,139-18,ATLANTIC AVE,421234060
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Bronx,5,MAYA DRIVE,200856323
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,561,BRONX RIVER AVENUE,200861763
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6804,TIDES ROAD,421305661
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,51,TORRICE LOOP,520291176
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Brooklyn,501,SCHROEDERS AVENUE,321187915
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,43,VAUGHAN STREET,500803348
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,126-03,LOCUST MANOR LANE,402400530
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,620,PACIFIC STREET,302168847
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,16,GARRAYS CIRCLE,500434069
'AVENUE ''S''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'AVENUE ''S''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,464,AVENUE ''S'',321359178
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,144A,GENERAL BERRY ROAD,402387573
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,158,BAY 54 STREET,301026253
ADDRESS NUMBER OUT OF RANGE ,Staten Island,64,SPRUCE STREET,500657933
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,5,WOODROW COTTAGES,420366473
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,8,WOODROW COTTAGES,420366507
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,312,SEASIDE AVENUE,401302684
'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,183,FATHER CAPODANNO BOULEVAR,500596599
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED. INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,312,HILLSIDE AVENUE,420821230
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1286,ST MARK''S AVENUE,302347128
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,621,FATHER CAPODANO BOULEVARD,520032919
'DR THEODORE KAZIMIROFF BO' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'DR THEODORE KAZIMIROFF BO' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,2664,DR THEODORE KAZIMIROFF BO,220015409
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1272,ST MARK''S AVENUE,302347057
'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,910,ST. JOHN''S PLACE,320900478
ADDRESS NUMBER OUT OF RANGE ,Queens,18-65,LINDEN STREET,402263475
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,7,TUPELO COURT,520273294
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,27,WESTPORT STREET,520295617
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-30,JEWELS ROAD,402631513
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,1441,SOUTH AVENUE,520328244
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,94,BENEDET CIRCLE,500413536
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,114,BENEDET CIRCLE,500413545
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,150-60,SULLIVAN DRIVE,421266418
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Queens,108-40,HORACE HARDING EXPWY,420663829
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,392,FOURBERIE LANE,520267443
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,36,SAVONA COURT,520140464
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,622,PACIFIC STREET,301693371
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Queens,51-107,MANILLA STREET,421147743
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,71,LAWN AVENUE,520310994
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,371,FOURBERIE LANE,520266809
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,453,FOURBERIE LANE,520266514
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,463,FOURBERIE LANE,520266480
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,319,FOURBERIE LANE,520266998
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,376,FOURBERIE LANE,520267513
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,352,FOURBERIE LANE,520267611
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,389,FOURBERIE LANE,520266729
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,12,FROSINONE LANE,520291041
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND TPAD BBL USED, NO EXISTING PAD BBL",Manhattan,8,RANDALLS ISLAND,103709587
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,12,BEACH 217 STREET,401604055
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Bronx,3,MAYA DRIVE,200856314
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,194-20,DUNTON AVENUE,421469681
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,324,POULTNEY STREET,520337537
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,191,BAY 54 STREET,301033147
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,6807REAR,AVENUE V,321790709
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,158,BAY 54 STREET,301025833
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,321-99,99 STREET,401249797
ADDRESS NUMBER OUT OF RANGE ,Queens,10-62,DICKENS STREET,401283197
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,4,WOODROW COTTAGES,420365795
'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,644,ST ANN''S AVENUE,200712283
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,411,FATHER CAPODANO BOULEVARD,500439527
'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,191,FATHER CAPODANNO BOULEVAR,500596553
ADDRESS NBR 30-75 GARA  HAS AN EMBEDDED BLANK. ADDRESS NBR 30-75 GARA  HAS AN EMBEDDED BLANK.,Queens,30-75 GARA,32 STREET,421364017
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2628,WEST 19 STREET,301008031
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,189,BAY 54 STREET,301008040
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Bronx,3405,BRUCKNER EXPRESSWAY,200909785
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1284,ST MARK''S AVENUE,302347119
